bulk modulus samples [N/mm^2],shear modulus samples [N/mm^2]
135349.920082115,71986.7599859657
130944.492586894,74686.7599286095
120579.558462965,73071.3776938332
107940.392916544,71424.6988735374
147912.472125248,73411.9856972609
132312.761189316,72915.1294408137
140221.733599288,73737.907487586
122506.70651498,76491.2276308356
134494.673574871,74823.9220207872
131866.205725823,75162.2239952189
109423.0062858,71989.6557560576
124401.989924683,73904.6984580752
148160.009053616,74977.6497237759
102243.739432272,73636.1484951028
123972.348990418,74251.270965706
143065.896422464,73979.9878457208
140890.823770819,71636.2063956389
128220.425088194,75018.8137554562
122709.570853528,73158.4937325683
130361.62002397,74508.2345396688
128834.474112082,72988.1774293937
129437.629839061,72520.2351023491
141166.985427515,74281.820767341
127162.626986098,71669.1169070751
127083.753979573,74144.3297024199
137328.016509148,72376.6148960857
122276.22470457,79008.9708183491
147435.034011739,75159.4960539447
138366.062470704,74498.1599685074
138353.644097476,74395.7660934929
124845.115133335,74757.660699041
120785.375287078,72391.5540501386
132608.368980025,73926.0733614531
122055.852709057,71269.7288031064
112877.2034559,73199.6698493033
133183.420872753,73967.4493508817
127338.675770689,73488.7294926031
137098.31826673,72186.4938170396
134293.010254141,73983.2926498737
125079.482123038,71421.5413535902
164390.065131854,75365.2546700428
127868.746035538,73597.9339699609
138356.379127001,74862.4457305455
147199.188148113,72512.0841653505
144101.183775955,73878.8638204969
159173.688987883,75407.3655244552
116396.297357498,71589.2987754653
139761.254597934,73569.1831671501
141509.049539911,74602.1313520732
133408.723116765,71591.6969783843
144966.320805288,76745.8524493694
140188.423900601,74207.9234750438
139235.101164281,74234.4520341745
132294.975592099,75230.0031418314
143126.632287189,75805.3828765597
130414.713237466,74417.1083305678
145601.018149273,74807.0446901448
158680.905379124,73610.9058758267
133368.380023161,73655.854988557
117965.221334309,72476.3799592955
128504.494092031,73867.79335341
132232.732883947,77967.2788277423
135829.100291826,72483.4240457737
143206.37672538,77846.0249236972
128940.389384926,74555.1639986842
133153.565830052,74167.5112712919
132714.224330167,74237.5556405508
117435.710493575,74098.7642615505
120254.834068969,72670.7399638858
115419.526283523,77442.9541230299
114310.600775113,76967.9649883372
116108.059443099,73987.4247176862
128366.764635043,76019.4781142197
115680.416549599,72216.5768024457
128472.840913251,74202.2861466183
160615.473777062,76629.4557416067
126543.50072203,75187.7949815792
127024.075372675,73910.6396354571
129314.895566493,72748.7771968388
123583.785966612,76487.674331922
117533.830331381,72914.6580996737
127608.16335282,73073.3586344726
131542.908436764,74111.3052102852
156545.510684221,74023.4829535144
122476.271995519,75303.1577542286
120258.718749965,71674.2597867654
110679.763315296,74733.4440660765
140704.266274686,76320.6376483546
120375.885250737,73092.7686087391
140430.693309397,75721.0685624396
127331.681052989,72290.3435241174
131339.246374926,74270.0721672297
124250.365142296,74114.7571394338
119832.904432596,73607.0173731413
118654.604780566,73052.783193615
145159.568589354,74624.4190660679
122130.233072215,72271.9107010863
111822.958009532,69555.2065338162
117079.493622063,75222.7381432993
138759.51571756,72432.8331749897
134406.723060469,72877.3471614601
130944.492586894,74686.7599286095
112202.990663728,72466.2712532069
107940.392916544,71424.6988735374
147912.472125248,73411.9856972609
122464.404055878,73972.5997428862
151899.166935887,73552.9747811421
122506.70651498,76491.2276308356
135529.017613502,75330.1860016317
131866.205725823,75162.2239952189
108701.162449484,71926.1541274239
129942.689224377,74835.032686792
148160.009053616,74977.6497237759
103723.074307026,73591.816135095
123972.348990418,74251.270965706
143065.896422464,73979.9878457208
140890.823770819,71636.2063956389
128220.425088194,75018.8137554562
129746.796526089,73797.7302785484
129926.215988108,74361.3920659474
128834.474112082,72988.1774293937
134642.207104443,74467.3581151876
136763.357641426,73942.5634585118
127162.626986098,71669.1169070751
126010.62694837,74056.4492761714
135781.504326019,72487.9687769861
122276.22470457,79008.9708183491
147435.034011739,75159.4960539447
148833.449586682,76262.3241360791
138516.310330255,74389.4429066699
124901.202461337,74736.1481614492
115726.795379379,72161.7926823926
132608.368980025,73926.0733614531
126256.733697983,71900.8495781724
112877.2034559,73199.6698493033
133183.420872753,73967.4493508817
127338.675770689,73488.7294926031
137098.31826673,72186.4938170396
134293.010254141,73983.2926498737
128351.964117913,71922.1450107761
164390.065131854,75365.2546700428
127868.746035538,73597.9339699609
153246.871389178,75348.3825652197
145320.6378521,73196.8059225715
144101.183775955,73878.8638204969
147622.709080598,74389.8517194398
116396.297357498,71589.2987754653
140963.560243808,73481.5321912976
142431.937518398,74631.4201550117
139958.876473822,74512.7632475961
144966.320805288,76745.8524493694
141517.407574763,74181.7884298811
147495.228066955,73977.1236521046
131878.516677506,75283.6641290407
143126.632287189,75805.3828765597
130414.713237466,74417.1083305678
140910.728146482,73905.6898316989
158680.905379124,73610.9058758267
133368.380023161,73655.854988557
116547.824264571,72475.8210511458
143825.811836584,76797.9116744165
132232.732883947,77967.2788277423
135829.100291826,72483.4240457737
143206.37672538,77846.0249236972
130436.81273298,74886.2909562653
129799.04452948,74709.8503941532
132714.224330167,74237.5556405508
117435.710493575,74098.7642615505
120254.834068969,72670.7399638858
117948.214728069,75062.4516182746
114310.600775113,76967.9649883372
148923.598215667,74818.8624292412
128337.9850261,76031.2742056281
115680.416549599,72216.5768024457
135254.216091449,72957.3369937527
160615.473777062,76629.4557416067
117510.036220515,75991.3851539881
127400.600222702,73795.3493222339
129314.895566493,72748.7771968388
123698.012288764,76449.570590685
136442.917156459,73600.923283382
128087.489546476,73199.8001118208
141295.248912166,76683.8755259345
159125.750393019,74464.8200219534
125963.359361628,72599.0907444724
120258.718749965,71674.2597867654
110679.763315296,74733.4440660765
142548.683853859,76629.4104626553
120375.885250737,73092.7686087391
140430.693309397,75721.0685624396
127149.169012399,71730.0262112744
131339.246374926,74270.0721672297
122078.106406752,73964.5423810869
120953.428748089,74326.0117975854
116435.0345711,72921.1717646092
145163.245846185,74584.0509167642
121904.025185722,72377.7531857567
111822.958009532,69555.2065338162
120973.046128919,75403.6808102633
138759.51571756,72432.8331749897
129329.899720109,73495.8869872899
130944.492586894,74686.7599286095
112202.990663728,72466.2712532069
107940.392916544,71424.6988735374
147912.472125248,73411.9856972609
122464.404055878,73972.5997428862
152313.841810297,73530.5381540773
122506.70651498,76491.2276308356
135529.017613502,75330.1860016317
126633.368813963,74442.5105024289
108701.162449484,71926.1541274239
129942.689224377,74835.032686792
193873.349137454,74459.8144294953
103723.074307026,73591.816135095
123972.348990418,74251.270965706
143065.896422464,73979.9878457208
138748.066187012,71868.0476655304
128220.425088194,75018.8137554562
127755.459738105,74183.3808360963
129926.215988108,74361.3920659474
124003.52201609,71862.878611531
137500.153811873,74182.6552721161
135868.368886279,74057.0269262354
127162.626986098,71669.1169070751
129027.317999807,75443.7830681049
133073.574855421,72287.7153182165
122276.22470457,79008.9708183491
144308.943997456,75166.0088836119
144461.17266962,76293.6880276153
138516.310330255,74389.4429066699
124901.202461337,74736.1481614492
113513.906543601,71952.3112603466
132608.368980025,73926.0733614531
122758.242761088,71037.4952658672
112877.2034559,73199.6698493033
119337.680997077,72973.43405186
127338.675770689,73488.7294926031
137098.31826673,72186.4938170396
134775.947918088,73979.9845524211
128351.964117913,71922.1450107761
164390.065131854,75365.2546700428
127868.746035538,73597.9339699609
148843.961348988,75251.3942513679
145320.6378521,73196.8059225715
146725.460281084,74315.9588305325
137516.767940413,73550.2397781428
116396.297357498,71589.2987754653
140963.560243808,73481.5321912976
142431.937518398,74631.4201550117
135631.717199557,74860.0305694554
144966.320805288,76745.8524493694
141517.407574763,74181.7884298811
147495.228066955,73977.1236521046
131878.516677506,75283.6641290407
143126.632287189,75805.3828765597
125459.152761401,74347.4337991742
132522.860819219,75323.7669808708
158680.905379124,73610.9058758267
133368.380023161,73655.854988557
116547.824264571,72475.8210511458
143825.811836584,76797.9116744165
130724.651500949,77217.6404340459
138147.891614548,72208.868451882
137392.819087728,74563.430442863
130436.81273298,74886.2909562653
135941.080772302,76478.8003060921
132651.708975269,74315.8100913888
113294.702084389,74119.1990624273
114160.701837444,72500.8373257665
116636.592673736,73349.7771362389
114310.600775113,76967.9649883372
145594.028950359,74617.5451138807
128337.9850261,76031.2742056281
115680.416549599,72216.5768024457
131754.508577633,74048.4525088519
160615.473777062,76629.4557416067
117510.036220515,75991.3851539881
138236.144671557,74899.8995721019
129306.22013963,72316.7970590973
123698.012288764,76449.570590685
136442.917156459,73600.923283382
120354.481911589,72738.5249443785
141295.248912166,76683.8755259345
153331.794038069,74387.0295669137
125963.359361628,72599.0907444724
126157.338397368,72359.5216020387
137385.234519033,73785.6170198232
142548.683853859,76629.4104626553
120375.885250737,73092.7686087391
140430.693309397,75721.0685624396
127149.169012399,71730.0262112744
141336.320439229,76222.5787870528
122078.106406752,73964.5423810869
120953.428748089,74326.0117975854
116435.0345711,72921.1717646092
146980.005554677,73809.5199577324
121904.025185722,72377.7531857567
111822.958009532,69555.2065338162
120973.046128919,75403.6808102633
132639.362802378,72449.7525192983
129329.899720109,73495.8869872899
127286.388486866,73198.4879760602
107926.369823762,72157.3367496724
112769.640696734,72501.4006654537
147912.472125248,73411.9856972609
122464.404055878,73972.5997428862
152313.841810297,73530.5381540773
122506.70651498,76491.2276308356
135529.017613502,75330.1860016317
129354.748494778,74385.2189710575
107970.439468953,71821.9334395272
132760.257304659,74688.597531113
193873.349137454,74459.8144294953
103723.074307026,73591.816135095
128303.794640302,74027.0842730901
143065.896422464,73979.9878457208
134965.234908096,71823.0337416667
128386.718604824,74974.7863291807
127755.459738105,74183.3808360963
147949.894113771,76755.577302477
124003.52201609,71862.878611531
138564.16211995,74883.9075622598
137358.99554893,73598.7497710362
126094.896408959,72109.3387076766
129027.317999807,75443.7830681049
154727.465792812,71463.316268217
122276.22470457,79008.9708183491
144308.943997456,75166.0088836119
139497.69495187,76401.52731862
138516.310330255,74389.4429066699
124390.5583258,74843.7590610005
113527.45848846,71946.9980609338
127698.426121456,73482.7100695927
124994.161309298,70371.4176837573
123500.493768079,73974.8344672698
126601.402455178,71961.3785355748
127338.675770689,73488.7294926031
137098.31826673,72186.4938170396
134775.947918088,73979.9845524211
128351.964117913,71922.1450107761
164390.065131854,75365.2546700428
127868.746035538,73597.9339699609
148843.961348988,75251.3942513679
124173.752151624,72369.3965883124
157065.540645025,73556.2340946633
130020.811829502,72188.3871104062
128149.988318671,71074.7796990791
140166.08628091,73285.8844535224
142431.937518398,74631.4201550117
135631.717199557,74860.0305694554
132196.766460502,73975.4231372139
141517.407574763,74181.7884298811
147495.228066955,73977.1236521046
132403.8312758,74403.1921238066
143450.299648569,75999.6853414022
113039.563343405,73135.3640213355
129779.525193631,76298.0302661337
158680.905379124,73610.9058758267
127840.868218382,72768.8579886988
116547.824264571,72475.8210511458
143825.811836584,76797.9116744165
131669.25314564,77169.9425423879
138147.891614548,72208.868451882
127959.353406156,74038.6633331795
122195.428688171,73678.4201315821
132775.503034935,75484.163921818
132651.708975269,74315.8100913888
113294.702084389,74119.1990624273
114160.701837444,72500.8373257665
116636.592673736,73349.7771362389
117021.715675649,76907.3345524802
130233.407565219,74357.3341347292
128337.9850261,76031.2742056281
130070.380833558,72326.5145257697
131841.755159384,74074.9658489467
160615.473777062,76629.4557416067
117510.036220515,75991.3851539881
116077.147608642,74165.6514414702
126800.461865181,71543.4564404043
123698.012288764,76449.570590685
136442.917156459,73600.923283382
122178.842264369,72895.5734502288
141295.248912166,76683.8755259345
155042.555944019,74400.6513192254
125334.439861235,72593.855187067
127503.819823291,72642.7094994076
137385.234519033,73785.6170198232
141024.149127475,76239.4301105496
120375.885250737,73092.7686087391
141337.142664616,75571.1695891693
127149.169012399,71730.0262112744
147731.473114452,74654.2820583251
112092.951311901,73386.5213077175
120953.428748089,74326.0117975854
117366.444313446,72989.7093832702
146874.287679612,73815.049441963
121904.025185722,72377.7531857567
123229.543005233,71356.9479259854
120973.046128919,75403.6808102633
132639.362802378,72449.7525192983
131818.878345419,72207.3847508244
127295.147212111,73204.5297135541
107926.369823762,72157.3367496724
112769.640696734,72501.4006654537
